# 11b5L
#  the book of Isaiah
# zavTu transliteration
# by john.david jones
# ozazL
#
#  abcde
#  fghij
#  kLmno
#  pqrsT
#  tuvxz
#--
#  a as in father
#  b as in baby
#  c as in chess
#  d as in day
#  e as in help
#  f as in father
#  g as in good
#  h as in hello 
#  i as in me
#  j as in jupiter
#  k as in katherine
#  L as in lamb
#  m as in make
#  n as in now
#  o as in open 
#  p as in padre
#  q as in quickly
#  r as in rope
#  s as in simple
#  T like Today
#  t as in thanks
#  u as in Tube
#  v as in very
#  x as is nexT
#  z as in zebra
#--
#  one syllable per vowel
#  ubzeiu -> ub-ze-i-u  
#-----------------------ch 1
haughty (adj) : sooqasdumo
and : oxe
they : mi
to_walk : uzongu
with : qemhe
outstretched : aithatzidjiTmo
necks : majqaT
, : ,
glancing : ukmeLjuLka
wantonly (adv) : zomdaLzi
with : qemhe
their : miza
eyes : fenaneT
, : ,
mincing : uLemexuLku
along : emaLqu
as (conj) : ehpu
they : mi
to_go : uLamLu
, : ,
tinkling : uTinkaLuLku
with : qemhe
their : miza
feet : exongeT
. : .
the : da
Lord : etme
will : danaLeu
to_afflict : uesneqadu
with : qemhe
scabs : fugepim
on : aL
the : da
heads : baetim
of : asu
the : da
daughters : titavim
of  : as
zion : zion 
and : oxe
the : da
lord : etme
will : danaLeu
to_lay : unouu
bare : povamo
the : da
their : miza
secret (adj) : fajzidmo
parts : bovdaT
. : .
' : qu '
in : uL
that : idta
day : bauri
the : da
Lord : etme
will : danaLeu
to_take : utoqau
away : ereizi
the : da
finery : hemavi
of : asu
the : da
anklets : eLqamidim
the : da
headbands : baetpomtim
and : oxe
the : da
crescents : qazihjamduT
, : ,
the : da
pendants : bamteLtim
and : oxe
the : da
bracelets : pazeximidim
and : oxe
the : da
scarves : fugezhuT
, : , 
the : da
headdresses : baetTazifhuT 
the : da
armlets : ezLamidim
the : da
sashes : fofufim
the : da
perfume : gubavson
boxes : puciT
and : oxe
the : da
amulets : enomidim
, : ,
the : da
signet : fekLid
rings : vemquT
and : oxe
the : da
nose : mufa
rings : vemquT
, : ,
the : da
festal : hifdem 
robes : vupaT
the : da
mantles : LomdaniT
the : da
cloaks : qamaoqim
and : oxe
the : da
handbags : qafepokim
, : ,
the : da
garments : kovniLtim
of : asu
gauze : koovi
the : da
linen : memam
garments : kovniLtim
the : da
turbans : tivpeLim
and : oxe
the : da
veils : zaumim
. : .
instead : buLfdioTzi
of : asu
perfume : gubavson
there : dava 
will : danaLeu
to_be (fut) : uami
a : a
stench : afdiLuxa
and : oxe
instead : buLfdioTzi
of : asu
a : a
sash : fofuf
, : ,
a : a
rope : vuba
and : oxe
instead : buLfdioTzi
of : asu
groomed : kazauLaT
hair : seogfat
, : ,
baldness : pontamathu
and : oxe
instead : buLfdioTzi
of : asu
a : a
rich : vejmo 
robe : vupa
, : ,
a : a
binding : pemtuLka
of : asu
sackcloth : fojgujamaTa
and : oxe
instaed : buLfdioTzi
of : asu
beauty : qooLiif
, : ,
shame (noun) : ofafenia
. : .
your (pl) : femaTza
men : LaihuT
of : asu
you (pl) : femaT
shall : ufanmu
to_fall (fut) : uhonmi
by : pi
the : da
sword : fazasa
and : oxe
warriors : zovzuuvim
in : uL
battle : potdana
. : .
and : oxe
her : soLza
gates : kotaT
shall : ufanmu
to_lament : unoLamdu
and : oxe
to_mourn : uLuozmu
. : .
ravaged : cuvozokaTni
, : ,
she : so
shall : ufanmu
to_sit : ufetau
upon : obam
the : da
ground : kizaimtu
. : .
. : .. : .bo
#------------------------ch 4
seven : eLikum
women : zuLomim
shall : ufanmu
to_take : utoqau
hold (noun) : osunTu
of : asu
one : eLikam
man : Laihu
in : uL
that : idta
day : bauri
saying : ubofuLka
' : ' qi
we : Lam
will : danaLeu
to_eat : ueiqamau
our : Lamza
own : armu
bread : naube
and : oxe
to_wear : uzaezu
our : Lamza
own (adj) : qarmumo
clothes : qumaTim
. : .
just : dafixu
to_let (imp) : unata
us : La
to_to_be : tupa
called : pujojnamauni
by : pi
your : femaza
name : moL
. : .
to_take (imp) : utoqaa
away : ereizi
our : Lamza
disgrace (noun) : oTehqavoja
. : .
' : qu '
on : aL
that : idta
day : bauri
the : da
branch : pazeLjaf
of : asu
the : da
Lord : etme
shall : ufanmu
to_to_be : tupa
beautiful : qooLuhmo
and  : oxe
glorious : kumazuuohmo
and : oxe
the : da
fruit : hazoet
of : asu
the : da
land : nomta
shall : ufanmu
the : da
pride : bazuti
and : oxe
glory : kumazu
of : asu
the : da
survivors : fivrurazim
of : asu
israel : israeL
. : .
whoever : zufaazav
to_be (fut) : uami
left (adv) : nahduzi
in : uL
zion : zion
and : oxe
to_remain  : uvaLouLu
in : uL
jerusalem : jerusaLem
shall : ufanmu
to_to_be : tupa
called : pujojnamauni
holy : suni
, : ,
everyone : qiugqe
who : qiqo
to_be (past) : uamo
recorded : cuvajuvtuni
for (prep) : huvuin
life : neha
in : uL
jerusalem : jerusaLem
once : ajLazi
the : da
Lord : etme
to_wash  : uzofafu
away : ereizi
the : da
filth : henTa
of : asu
the : da
daughters : titavim
of : asu
zion : zion
and : oxe
to_cleanse  : ujmiomhiu
the : da
bloodstains : zavefdeemim
of : asu
jerusalem : jerusaLem
from : hazani 
the : da
midst : LeThaf
of : asu
jerusalem : jerusaLem
by : pi
a : a
spirit : samgu 
of : asu
judgement : tianeu 
and : oxe
a : a
spirit : samgu
of : asu
burning (noun) : opivmuLka
. : .
then : fenmaem
the : da
Lord : etme
will : danaLeu
to_create : ujziotau
over : ariz
the : da
whole : ququmo
site : feta
of : asu
the : da
mountain : ziazu
zion : zion
and : oxe
over : ariz
the : da
places : obamexiuT
of : asu
assembly : ehinpamu
of : asu
zion : zion
a : a
cloud : jamaiTa
by : pi
day : bauri
and : oxe
smoke : funagi
and : oxe
the : da
shining : ufafuLuLka
of : asu
flaming : hamenuLka
fire : tine
by : pi
night : mekasdu
. : .
indeed (adv) : tutanme
over : ariz
all : bom
the : da
glory : kumazu
there : dava
shall : ufanmu
to_to_be : tupa
a : a
canopy : jomubi
. : .
it : fa
will : danaLeu
to_serve (fut) : ufavrii
as (adv)  : eh
a : a
pavilion : bozeneaL
, : ,
a : a
shade : fufeti
by : pi
day : bauri
from : hazani
the : da
heat : naLba
and : oxe
a : a
refuge : vahika
and : oxe
a : a
shelter : fafimtav
from : hazani
the : da
storm : fudazLa
and : oxe
the : da
rain : vouL
. : .
__: bobo
#---------------------ch 5
to_let (imp) : unata
me : eLem
to_sing : ufemqu
for (conj) : huvupu
my : eLemza
beloved (noun) : opanuzaTaa
my : eLemza
song : fumqa
of : asu
love : voqofdeu
concerning : jumexizmuLka
his : saLza
vineyard : zemaiovTa
. : .
my : eLemza
beloved (noun) : opanuzaTaa
to_have (past) : utuseo
a : a
vineyard : zemaiovTa
on : aL
a : a
very (adv) : tufezi
fertile (adj) : havdumimo 
hill : Laqe
. : .
he : sa
to_dig (past) : uTeko
it : fa
and : oxe
to_clear (past) : ujmiovo
it : fa
of : asu
stones : qezeT
and : oxe
to_plant (past) : ubmaeLto
it : fa
with : qemhe
choice : juuximo
vines : zemaT
. : .
he : sa
to_build (past) : ubiumTo
a : a
watchtower : zotextuzav
in : uL
the : da
midst : LeThaf
of : asu
it : fa
. : .
and : oxe
he : sa
to_hew (past) : usazo
out : aut
a : a
wine : zeume
vat : zota
in : uL
it : fa
. : .
he : sa
to_expect (past) : uijbajto
it : fa
to_yield (fut) : uueimTi
grapes : kazebiT
but : pit
it : fa
to_yield (past) : uueimTo
wild : zentamo
grapes : kazebiT
. : .
and : oxe
now : mit
, : ,
inhabitants : guLsopetomduT 
of : asu
jerusalem : jerusaLem
and : oxe
people : kuunim
of : asu
judah : judah
to_judge (imp) : ucuxiTqihua
between : zamefhe
me : eLem
and : oxe
my : eLemza
vineyard : zemaiovTa
. : .
'? : '? qqi
what : Leta
more : nefa
to_be (past) : uamo
there : dava
to_do : tuTuu
for (conj) : huvupu
my : eLemza
vineyard : zemaiovTa
that :  idta
i : eLe
have : ueLanad
not : mot
to_do (past) : tuTuo
in : uL
it : fa
'? : qqu '?
'? : '? qqi
when : qom
i : eLe
to_expect (past) : uijbajto
it : fa
to_yield (fut) : uueimTi
grapes : kazebiT
why : Leqahu
it : fa
to_yield (past) : uueimTo
wild : zentamo
grapes : kazebiT
'? : qqu '?
and : oxe
now : mit
i : eLe
will : danaLeu
to_tell : uqavduu
you : fema
what : Leta
i : eLe
will : danaLeu
to_do  : utuTuu
to : tu
my : eLemza
vineyard : zemaiovTa
. : .
i : eLe
will : danaLeu
to_remove : uvaLuzau
the : da
hedge : saTqi
of : asu
it : fa
and : oxe
it : fa
shall : ufanmu
to_to_be : tupa
devoured : cuTazuozni
. : .
i : eLe
will : danaLeu
to_destroy : utisutu
the : da
wall : zenma
of : asu
it : fa
and : oxe
it : fa
shall : ufanmu
to_to_be : tupa
trampled : qutzenbamiuni
down : TuzLa
. : .
i : eLe
will : danaLeu
to_make : uLaqau
of : asu
it : fa
a : a
waste (noun) : oruzofdiu
. : .
it : fa
shall : ufanmu
not : mot
to_to_be : tupa
pruned : cubzoLini
or : az
hoed : Tusuini
and : oxe
it : fa
shall : ufanmu
to_to_be : tupa
overgrown : arizkazarmu
with : qemhe
briars : pazuozhaT
and : oxe
thorns : duvaLim
. : .
i : eLe
will : danaLeu
also (adv) : emfuzi
to_command  : ujuLneLTu
the : da
clouds : jamaiTaT
that : idta
they : mi
not : mot
to_drop : uTzabu
any : eLu
rain : vouL
upon : obam
it : fa
. : .
for (conj) : huvupu
the : da
vineyard : zemaiovTa
of : asu
the : da
Lord : etme
of : asu
hosts : sufduT
to_be : uamu
the : da
house : gatonu
of : asu
israel : israeL
and : oxe
the : da
people : kuunim
of : asu
judah : judah
to_be : uamu
his : aLza
pleasant : bamiofomdamo
planting : cubmeLtuLka
. : .
he : sa
to_expect (past) : uijbajudo
justice : exifduxi
but : pit 
to_see (past) : uzeTo
bloodshed : zavefafitu
. : .
righteousness : vekfataafmafha
, : ,
but : pit
to_hear (past) : ufnao
a : a
cry : mujzu
. : .
o : o
you : fema
who : qiqo
to_join : uxueLu
house : gatonu
to : tu
house : gatonu
, : ,
who : qiqo
to_add : ufiLu
field : heimtu
to : tu
field : heimtu
, : ,
until : boLten
there : dava
to_be : uamu
space : fabexi
for (conj) : huvupu
no : iL
one : eLikam
but : pit
you : fema
, : ,
and : oxe
you : fema
to_be : uama
left (adv) : nahudzi
to_live : unezu
alone : emaLi
in  : uL
the : da
midst : LeThaf
of : asu
land : nomta
. : .
the : da
Lord : etme
of : asu
hosts : sufduT
to_swear (past) : ufriovo
in : uL
my : eLemza
hearing (noun) : osaezuLka
, : ,
surely : fivamuzi
many : boncaL
houses : gatonuT
shall : ufanmu
to_be (fut) : uami
desolate (adj ): cunustodaLni
, : ,
large : gufumo
and : oxe
beautiful : qooLuhmo
houses : gatonuT
without : zeduodzi
inhabitant : guLsopetomdu
. : .
for (conj) : huvupu
ten : eLikaTam
acres : acres
of : asu
vineyard : zemaiovTa
shall : ufanmu
to_yield : uueimTu
but : pit
one : eLikam
bath : bat
and : oxe
a : a
homer : homer
of : asu
seeds : feiniLim
shall : ufanmu 
to_yield : uueimTu
a : a
mere : Lava
ephah : efah
. : .
ah : ah
you : fema
who : qiqo
to_arise : uezuhiu
early : eeqouLiL
in : uL
the : da
morning : sianiLte
in : uL
pursuit : cubivhoetu
of : asu
strong (adj) : zosroTmo
drink : TazuLqu
, : ,
who : qiqo
to_linger : unemqizu
in : uL 
the : da
evening : bumte
to_to_be : tupa
inflamed (adj) : TuuLhumenimo
by : pi
wine : zeume
, : ,
whose : qiqomza
feasts : haehtuT
to_consist : ujumhuhtu
of : asu
lyre : niva
and : oxe
harp : sovba
and : oxe
tambourine : Tamborin 
and : oxe
flute : siumao
and : oxe
wine : zeume
, : ,
but : pit
who : qiqo
not : mot
to_regard : uvakovafu
the : da
works : zuvguT
of : asu
the : da
Lord : etme
or : az
to_see : uzeTu
the : da
work (noun) : ozuvgu
of : asu
his : aLza
hand : qafeT
. : .
therefore : izqu
my : eLemza
people : kuunim
will : danaLeu
to_go : uLamLu
into : duLtu
exile : ijumi
without : zeduodzi
knowldege : buqaLaru
. : .
their : miza
noble (adj) : Lupmimo
ones : eLikamim
to_die : uqoaniLu
of : asu
hunger : simqiz
and : oxe
their : miza
multitude : Lindudoti
to_be : uamu
parched : cubavexunimo
with : qemhe
thirst : pudavhet
. : .
therefore : izqu
sheol : fafiun
to_enlarge (past) : uiLnovqio
its : safaza
appetite : ebubateti
and : oxe
to_open  (past) : uabiLo
its : safaza
mouth : LuoTu 
without : zeduodzi
measure (noun) : oLaehozia
. : .
the : da
nobility (noun, pl) : omupenetiT 
of : asu
jerusalem : jerusaLem
and : oxe
her (pos) : soLza
multitude : Lindudoti
to_go : uLamLud
down : TuzLa
, : ,
her (pos): soLza
throng : duzaLk
and : oxe
all : bom
who : qiqo
to_exult : uijomtu
in : uL
her : soL
. : .
people : kuunim
to_be : uamu
bowed : cuopuzuni
down : TuzLa
. : .
everyone : qiugqe
to_be : uamu
brought : dupzuLkuni
low : nuazazi
and : oxe
the : da
eyes : fenaneT
of : asu
the : da
haughty (pl) : sooqasduT
to_be : uamu
humbled : zusiLpnani
. : .
but : pit
the : da
Lord : etme
of : asu
hosts : sufduT
to_be : uamu
exalted : ruijemtiTani
by : pi
justice : exifduxi
and : oxe
the : da
holy : suni
god : kut
to_show : umaudeu
himself : saLfansa
holy : suni
by : pi
righteousness : vekfataafmafha
. : .
then : fenmaem
the : da
lambs : noLpaT
shall : ufanmu
to_graze : ukzeviu
in : uL
their : miza
pasture : bofdozia
. : .
fatlings : hotmuLkim
and : oxe
aliens : emuamim
shall : ufenmu
to_feed (fut) : uhaiti
among : enamku
the : da
ruins : vooLuT
. : .
ah : ah
you : fema
who : qiqo
to_drag : uTzequ
iniquity : buLukaeti
along : emaLqu
with : qemhe
cords : juvtuT
of : asu
iniquity : buLukaeti
, : ,
who : qiqo
to_drag : uTzequ
sin : timdu
along : emaLqu
as : eh
with : qemhe
cart : jovda
ropes : vubaT
, : ,
who : qiqo
to_say : ubofu
' : ' qi
to_let (imp) : unata
him : saL
to_make (imp) : uLaqaa
haste (noun) : osofdi 
to_let : unatu
him  saL
to_speed : ufbiaTu
his : aLza
work (noun) : ozuvgu
so : fu
that : idta
we : Lam
may : Lou
to_see : uzeTu
it : fa
. : .
to_let (imp) : unata
the : da
plan : cubmeLu
of : asu
the : da
holy : suni
one : eLikam
of : asu
israel : israel
to_hasten : usofdiLu
to : tu
fulfillment : muhinsumuLamdu
so : fu
that : idta 
we : Lam
may : Lou
to_know : uqaLaru
it : fa
. : .
' : qu '
ah : ah
you : fema
who : qiqo
to_call : ujonmu
evil : vuirum
good : okuat
and : oxe
good : okuat
evil : vuirum
, : ,
who : qiqo
to_put : ubitu
darkness : Tovgumafha
for (prep) : huvuin
light : nekuftau
and : oxe
to_put : ubitu
light : nekuftau
for (prep) : huvuin
darkness : Tovgumafha
, : ,
who : qiqo
to_put : ubitu
bitter : petdizmo
for (prep) : huvuin
sweet : faziatmo
and : oxe
sweet : faziatmo
for (prep) : huvuin
bitter : petdizmo
. : .
ah : ah
you : fema
who : qiqo
to_be : uamu
wise (adj) : zefamo
in : uL
your : femaza
own : armu
eyes : fenaneT
and : oxe
shrewd : fufvaztu
in : uL
your : femaza
own : armu
sight : fekfatu
. : .
ah : ah
you (pl) : femaT
who : qiqo
to_be : uamu
heroes : savuT
at : ed 
drinking : uTzuLquLka
wine : zeume
and : oxe
valiant : zoneeLtu
at : ed
mixing : muLecuLka
drink : Tzuqu
, : ,
who : qiqo
to_acquit : uexgiudu
the : da
guilty (n) : okiumti
of : asu
a : a
bribe : pazupi
and : oxe
to_deprive : uTabzurau
the : da
innocent (noun): oquLnujamduT 
of : asu
their : miza
rights (noun) : ovekaftaT 
. : .
therefore : izqu
as : eh
the : da
tongue : otumqoa
of : asu
fire : tine
to_devour : uTazuouzu
the : da
stubble : fudopapmi
and : oxe
as : eh
the : da
grass : viafa
to_sink : ufemgu
down : TuzLa
in : uL
the : da
flame : hameni
so : fu
their : miza
root : vuadi
will : danaLeu
to_become : upajuLau
rotten : vutdiL
and : oxe
their : miza
blossom : pamahfuL
to_go : uamu
up : maoho
like : qiuL
dust : Tifta
. : .
for (conj) : huvupu
they : mi
have : ueLanad
to_reject (past) : uvixajdo
the : da
insruction : ocuabidtoeu
of : asu
the : da
lord : etme
of : asu
hosts : sufduT
and : oxe
to_despise (past) : uTafbuhio
the : da
word : zavTu
of : asu
the : da
holy : suni
one : eLikam
of : asu
israel : israeL
. : .
therefore : izqu
the : da
anger : eLkav
of : asu
the : da
Lord : etme
to_be (past) : uamo
kindled : cuqemtnani
against : egeemhutu
his : aLza
people : kuunim
and : oxe
he : sa
to_stretch (past) : ufdavatexu
out : aut
his : aLza
hand : qafe
against : egeemhutu
them : miim
to_strike (past) : ufdavoqo
them : miim
. : .
the : da
mountains : ziazuT
to_quake (past) : ugiegio
and : oxe
their : miza
corpses : juvbufaT
to_be (past) : uamo
like : qiuL
refuse (n) : ocuvahifau
in : uL
the : da
streets : fadvaidim
. : .
for (conj) : huvupu
all : bom
this : def 
his : saLza
anger : eLkav
have : ueLanad
not : mot
to_turn (past) : utivLo
away : ereizi
and : oxe
his : aLza
hand : qafe
to_be : uamu
stretched : cufdavatexuki
out : aut
still (adv) : fadumnuzi 
. : .
he : sa
will : danaLeu
to_raise : uvouhiu
a : a
signal : fekLem
for (prep) : huvuin 
a : a
nation : moteuL
far : hovo
away : ereizi
and : oxe
to_whistle : uzfuhatmiu
for (conj) : huvupu
a : a
people : kuunim
at : ed
the : da
ends : iLTuT
of : asu
the : da
earth : iovTa
. : .
here : suvu
they : mi
to_come : ujuLau
swiftly (adv) : farustuzi
speedily (adv) : fabiaTzi
. : .
not : mot
one : eLikam
of : asu 
them : miim
to_be : uamu
weary (adj) : zaezumo
not : mot
one : eLikam
to_stumble :  ufdinapniu
not : mot
one : eLikam
to_slumber : ufmonpavu
or : az
to_sleep : ufmiabu
. : .
not : mot
a : a
loincloth : nuuLjamaTa 
to_be : uamu
loose : nuahizi
not : mot
a : a
sandal : fomtem
thong : aqumud
broken (adj) : pazagiLmo
. : .
their : miza
arrows : ezvuzim
to_be : uamu
sharp : fafezbumo
and : oxe
all : bom 
their : miza
bows : opuzim
to_be : uamu
bent : pamdumo
. : .
the : da
hooves : suasim
of : asu
their : miza
horses : suvhiT
to_seem : ufainu
like : qiuL
flint : hamumta
. : .
and : oxe
their : miza
wheels : zafianim
like : qiuL
the : da
whirlwind : zafuznaruLTa 
. : .
their : miza
roaring : vuezuLka
to_be : uamu
like : qiuL
a : a
lion : feLpe
, : ,
like : qiuL
young : gamiamo
lions : feLpeT
they : mi
to_roar : uvuezu
. : .
they : mi
to_growl : ukzarnu
and : oxe
to_seize : ufauriu
their : miza
prey : bazii
. : .
they : mi
to_carry : ujovzuu
it : fa
off : afvanu 
and : oxe
nobody : mupuTu
to_be_able : tupaepna
to_rescue : uvafexou
. : .
they : mi
will : danaLeu
to_roar : uvuezu
over : ariz
it : fa
on : aL
that : idta
day : bauri
like : qiuL
the : da
roaring : cuvuezuLka
of : asu
the : da
sea : Lave
. : .
and : oxe
if : fux
one : eLikam
to_look : unaugou
to : tu
the : da
land : nomta
, : ,
only : oemueni
darkness : Tovgumafha
and : oxe
distress (noun) : oTefdavathu
and : oxe
the : da
light : nekufta
to_grow : ukzaru
dark : Tovgumo
with : qemhe
clouds : jamaiTaT
. : .
__: bobo
#------------------------------ch 6 
in : uL
the : da
year : eLmuf
that : idta
king : vacu
uzziah : uziah
to_die (past) : uqoaniLo
i : eLe
to_see (past) : uzeTo
the : da
Lord : etme
sitting : ufetauLka
on : aL
a : a
throne : dazaLi
high : sekfamo
and : oxe
lofty : nuhdimo
and : oxe
the : da
hem : faL
of : asu
his : aLza
robe : vupa
to_fill (past) : utuhenmao
the : da
temple : afuna
. : .
seraphs : serafim
to_be (past) : uamo
in : uL
attendance : puedtamto
above : epari
him : saL
. : .
each : iojaf
to_have (past) : utuseo
six : eLiTum
wings : zemquT
with : qemhe
two : eLipam
they : mi
to_cover (past) : ujuzavo
their : miza
faces : qofradim
and : oxe
with : qemhe
two : eLipam
they : mi
to_cover (past) : ujuzavo
their : miza
feet : exongeT
and : oxe
with : qemhe
two : eLipa
they : mi
to_fly (past) : uhmuo
. : .
and : oxe
one : eLikam
to_call (past) : ujonmo
to : tu
another : tuuLiL
and : oxe
to_say (past) : ubofo
' : ' qi
holy : suni
holy : suni
holy : suni
to_be : uamu
the : da
Lord : etme
of : asu
hosts : sufduT
. : .
the : da
whole : ququmo
earth : iovTa
to_be : uamu
full : hinmazi
of : asu
his : aLza
glory : kumazu
. : .
' : qu '
the : da
pivots : bezutim
on : aL
the : da
thresholds : dazihasuntuT
to_shake (past) : ufafegio
at : ed 
the : da
voices : zuuxiT
of : asu
those : dufa
who : qiqo
to_call (past) : ujonmu
and : oxe
the : da
house : gatonu
to_fill (past) : utuhenmao
with : qemhe
smoke : funagi
. : .
and : oxe
i : eLe
to_say (past)  ubofo
' : ' qi
woe : zui
to_be : uamu
me : eLem
. : .
i : eLe
to_be : uamu
lost (adj) : nufdumo
for (conj) : huvupu
i : eLe
to_be : uamu
a : a
man : Laihu
of : asu
unclean : zoLjmiemamo
lips : nebim
and : oxe
i : eLe
to_live : unezu
among : enamku
a : a
people : kuunim
of : asu
unclean : zoLjmiemamo 
lips : nebim
yet (conj) : cuatpu
my : eLemza
eyes : fenaneT
have : ueLanad
to_see (past) : uzeTo
the : da
king : vacu
the : da
Lord : etme
of : asu
hosts : sufduT
. : .
' : qu '
then : fenmaem 
one : eLikam 
of : asu
the : da
seraphs : serafim
to_fly (past) : uhmuo
to : tu
me : eLem
holding : usuntuLka
a : a
live (adj) : nezamo
coal : juem
that : idta
have : ueLanad
to_be (past) : uamo
taken : cutoqauni
from : hazani 
the : da
altar : emtova
with : qemhe
a : a
pair : bouz
of : asu
tongs : tumquT
. : .
the : da
seraph : seraf
to_touch (past) : utuoxaso
my : eLemza
mouth : LuoTu
with : qemhe
the : da
coal : juem
and : oxe
to_say (past) : ubofo
' : ' qi
now : mit
that : idta
this : def 
have : ueLanad
to_touch (past) : utuoxaso
your : femaza
lips : nebim
your : femaza
guilt : kiumti
have : ueLanad
to_depart (past) : uTabovdo
and : oxe
your : femazi
sin : timdu
to_be : uamu
blotted : kupmaduni
out : aut
. : .
' : qu '
then : fenmaem
i : eLe
to_hear (past) : ufnao
the : da
voice : zuuxi
of : asu
the : da
Lord : etme
saying : ubofuLka
' : ' qi
'? : '? qqi
who : qiqo
shall : ufanmu
i : eLe
to_send : ufamtu
and : oxe
who : qiqo
will : danaLeu
to_go : uLamLu
out : aut
for (prep) : huvuin
us : La
'? : qqu '?
' : qu '
and : oxe
i : eLe
to_say (past) : ubofo
' : ' qi
here : suvu
to_be : uamu
i : eLe
. : .
to_send (imp) : ufamta
me : eLem
. : .
' : qu '
and : oxe
he : sa
to_say (past) : ubofo
' : ' qi
to_go (imp) : uLamLa
and : oxe
to_say (imp) : ubofa
to : tu
this : def
people : kuunim
' : ' qiqi
to_keep (imp) : uqaiba
listening : unefdiLuLka
but : pit
to_do (imp) : utuTua
not : mot
to_comprehend : ujuLbavasintu
, : ,
to_keep (imp) : uqaiba
looking : unauguLka
but : pit 
to_do (imp) : utuTua
not : mot
to_understand : uunLavau
. : . : . : .: . : .
' : qu 'qu
to_make (imp) : uLaqaa
the : da
mind : bahuiqa
of : asu
this : def 
people : kuunim
dull (adj) : Tinmamo
and : oxe
to_stop (imp) : ufdaba
their : miza
ears : quvreT
and : oxe
to_shut (imp) : ufafoda
their : miza
eyes : fenaneT
so : fu
that : idta
they : mi
may : Lou
not : mot
to_look : unaugou
with : qemhe
their : miza
eyes : fenaneT
and : oxe
to_listen : unefdiLu
with : qemhe
their : miza
ears : quvreT
and : oxe
to_comprehend : ujuLbavasintu
with : qemhe
